ID	idmam	ech_Commune	ech_Date	ech_Lat	ech_long	capt_Commune	capt_Date	capt_Lat	capt_Long	area	DCC	autopsie	cond_Phys	cause_mort_commentaires	cause_mort	annee	sex	esp_id	long	poids	age	f_m	m_m	ep13_mm	ep14_mm	ep15_mm	HgL	AsL	CdL	CoL	CrL	CuL	FeL	MnL	NiL	PL	PbL	SeL	VL	ZnL	AgL	HgK	AsK	CdK	CoK	CrK	CuK	FeK	MnK	NiK	PK	PbK	SeK	VK	ZnK	AgK	PbT	PbB	Se_Hg	C	N	MG	PBDE28	PBDE47	PBDE99	PBDE100	PBDE153	PBDE154	PBDE183	PBB153	PBDEs	t_HBCDs	TCDD_2378	PeCDD_12378	HxCDD_123478	HxCDD_123678	HxCDD_123789	HpCDD_1234678	OCDD	TCDF_2378	PeCDF_12378	PeCDF_23478	HxCDF_123478	HxCDF_123678	HxCDF_123789	HxCDF_234678	HpCDF_1234678	HpCDF_1234789	OCDF	PCB18	PCB28	PCB31	PCB44	PCB47	PCB49	PCB52	PCB66	PCB74	PCB77	PCB81	PCB87	PCB99	PCB101	PCB105	PCB110	PCB114	PCB118	PCB123	PCB126	PCB128	PCB138	PCB141	PCB146	PCB149	PCB151	PCB153	PCB156	PCB157	PCB158	PCB167	PCB169	PCB170	PCB172	PCB177	PCB178	PCB180	PCB183	PCB187	PCB189	PCB194	PCB195	PCB196	PCB199	PCB201	PCB203	PCB206	PCB209	PCBs	PeCBz	a_HCH	HCB	g_HCH	b_HCH	d_HCH	HCHs	oxychlordane	opDDE	g_chlordane	a_chlordane	CHLs	ppDDE	opDDD	opDDT	ppDDD	ppDDT	DDTs	mirex
10101004	9309	33236	2001_01_07	44,72561	-1,24422	NA	NA	NA	NA	GG	NA	NA	NA	capture	Capture	2001	1	Dde	215	NA	10	NA	M	NA	NA	NA	48,5489999999999	NA	6,19	NA	NA	7,11	NA	NA	NA	NA	NA	18,2349999999999	NA	53,09	NA	3,71	NA	14,69	NA	NA	3,37	NA	NA	NA	NA	NA	NA	NA	27,1	NA	NA	NA	0,954174085999998	-17,64	11,31	NA	1,619396329	133,337821899999	1,247138901	23,95466085	37,57733512	19,04747688	25,72794442	0,605248086999998	5,622615125	52,2299999999998	0,00015	0,000371	0,000936	0,00202	0,000976	0,00102	0,0057	0,00305	0,00107	0,00132	0,00109	0,00115	0,000204	0,000224	0,000523	0,000563	0,000503	6,371050322	6,401327043	1,073537812	5,795636999	70,8312423099998	12,48852063	201,8627872	19,54475825	24,26939797	0,220338863	0,0132	24,49662019	731,590548499999	166,277142	108,7085622	31,82427217	2,81925081	326,8458633	0,749260668	0,117119655	528,4229665	4661,453313	15,92113787	780,365860399998	2654,315539	1686,57702799998	9315,298988	40,55170633	22,95730648	327,8922438	46,36476083	0,111652791	1496,33046599999	147,5352298	989,4243499	538,026522099999	6255,09889899998	1021,598484	3569,86710399998	45,2234896499998	482,4901401	131,474979999998	184,0570812	35,3655588399998	766,0639581	262,042012899999	46,1876026899998	16,8406327699999	37810,1594509429	1,437892073	12,5177468199999	69,73773966	34,0843150899998	18,6495810199999	2,104688346	67,3563312759996	120,1852642	43,0230595199998	15,33207787	96,7714714699998	232,28881354	6249,45054299998	108,427478699999	212,4841206	237,215854799998	113,535148	6964,13620461998	149,9128067
10101007	9333	17385	2001_01_23	45,92233	-1,33203999999998	NA	NA	NA	NA	GG	NA	NA	NA	NA	NA	2001	1	Dde	212	NA	14	NA	M	NA	NA	NA	18,6709999999999	NA	1,076	NA	NA	6,01999999999998	NA	NA	NA	NA	NA	8,62199999999998	NA	29,1	NA	1,74	NA	2,64	NA	NA	2,58999999999999	NA	NA	NA	NA	NA	NA	NA	18,5	NA	NA	NA	1,173120376	-17,45	11,16	NA	3,378234027	269,4472505	1,75954056	53,0692462299998	88,77750897	27,86121082	43,69545824	0,772357022999998	2,892713568	162,31	0,000507	0,000794	0,000381	3,13999999999999E-05	0,000144	0,000784	0,00465	0,00223	0,00068	0,0012	0,000429	0,000602	0,00041	0,000612	0,000506	0,000134	0,000663	12,81591409	10,65468055	0,732775304999998	8,65439459199999	126,9971799	30,0329779899999	291,837883499999	50,87226729	70,19361211	0,0898	0,0184	59,0264177999998	887,2995729	546,604119399999	213,8561378	43,87324958	7,27635798	742,162556799999	1,923091649	0,186446518	532,055782499999	4877,83771799998	59,86312515	1515,50794999998	3800,689453	2079,391224	10285,1845099998	104,7999521	38,7007418	373,343409899999	97,6315386499998	0,190735630999998	1639,755641	273,853888499999	992,014578799998	679,1085666	6669,628799	1146,50430699998	4243,88402099998	52,39624312	454,8698289	157,644579999999	187,708112	40,2612826	753,807848799998	273,2837521	34,4348169399998	14,4554917399999	44483,9157345847	0,890391928	8,82614123499999	103,2268102	18,8903127399998	22,43659165	3,22356293399999	53,3766085589998	126,444025999999	29,2505369	14,47972217	89,8085865599998	230,732334729999	3064,05611499998	66,2488037699998	133,5745493	334,832291199999	178,269797	3806,23209316998	66,93415091
10101008	9341	33540	2001_01_23	45,33534	-1,1552	NA	NA	NA	NA	GG	NA	NA	NA	NA	NA	2001	1	Dde	228	NA	12	NA	M	NA	NA	NA	41,654	NA	6,7	NA	NA	6,38999999999998	NA	NA	NA	NA	NA	21,895	NA	40,27	NA	4,34999999999998	NA	10,67	NA	NA	3,04999999999999	NA	NA	NA	NA	NA	NA	NA	24,3	NA	NA	NA	1,33533543999998	 	 	NA	1,717376273	126,1825101	1,61894387899998	18,9363911899998	36,48216197	10,9951598399999	17,36825006	0,432394033	3,23188491599999	36,03	0,000246	0,00123	0,00041	0,0004	0,00045	0,000445	0,00387	0,00329	0,000848	0,00233	0,000921	0,00078	0,000822	0,000127	0,000434	0,000412	0,0024	8,2418861	9,913135212	1,343432631	9,17098153	80,67943524	15,47851172	209,4101243	28,4763402799998	34,74865854	0,250066493	0,0212	32,24645986	737,6434655	218,3822768	111,149230399999	45,1119749	2,903386218	366,3723479	1,183353067	0,19750888	436,8386585	4384,247247	28,10222591	826,064202	2279,23391499998	1462,14350599999	9210,75847699999	47,38089036	21,26507222	278,8871821	65,07058963	0,20043462	1294,68648499998	151,1493251	711,2166055	457,1693583	5535,01133099998	902,7053753	3041,677913	39,92112242	378,5118529	91,43935591	147,206512	26,85394269	553,4416055	199,418020399998	32,8480227299998	9,17468624199998	34525,5476899029	1,41179623999998	19,44054307	83,15930969	43,1705888899998	25,1584649499999	6,968971219	94,7385681289997	111,3885329	52,82573227	16,2130739999998	102,468082	230,0696889	5459,991482	166,479130599999	165,5395809	330,7812996	104,9927646	6280,60998997	92,61464447
10102020	9346	33214	2001_01_26	44,98592	-1,19751	NA	NA	NA	NA	GG	2	NA	NA	capture	Capture	2001	1	Pph	140	41	3	NA	NA	NA	NA	NA	1,65399999999998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 	 	77,7533115399998	0,825213505	83,33892916	9,72982078899999	23,1458122	3,08703925	13,24766583	0,129952653	0,519890702999998	134,0243241	NA	0,000128	0,000177	0,000146	0,000185	8,84999999999999E-05	0,000508	0,00259	0,000314	0,000358	0,00035	0,000141	0,000161	9,72E-05	9,95E-05	0,000199	0,000186	0,000714	13,1969115899999	4,447232621	52,64598911	7,460485641	354,2973147	52,6389891099998	255,7958987	15,8610117699999	33,24569693	0,0131	0,00277	67,6634364399998	540,083455699999	354,2973147	108,4232046	13,9505956	1,927585291	542,6786816	0,444532943999998	0,0164	292,3062532	2947,786208	63,2389928799998	692,0304228	1952,13449799998	865,2145017	5383,84875699998	27,6810699599998	11,0636753799999	134,019979199999	39,61015974	0,0345	917,5736106	119,5261737	556,8699732	374,639696399999	2626,59567	548,3999956	2154,924644	17,26894995	142,6389006	63,25693615	91,0523474499999	17,41612461	237,1125714	101,8208328	21,70874817	4,35968405699999	22823,224483594	0,515806871999998	12,33797496	137,5321948	82,3002516899998	13,26852233	0,478951742	108,385700722	63,1981806499998	13,94059625	34,70252956	99,92657569	197,8272859	987,3206773	55,25078589	81,38329206	228,4568165	167,229269899999	1533,5814379	24,6825380199999
10102021	9343	33097	2001_01_26	45,0801999999998	-1,19073	NA	NA	NA	NA	GG	NA	NA	NA	capture	Capture	2001	1	Dde	198	84	7	NA	NA	NA	NA	NA	12,029	NA	1,15599999999998	NA	NA	7,79	NA	NA	NA	NA	NA	6,83699999999999	NA	40,03	NA	2,50999999999999	NA	2,83	NA	NA	3,08	NA	NA	NA	NA	NA	NA	NA	20,3	NA	NA	NA	1,44390358199998	-17,73	11,12	NA	2,56045407299999	221,346883499999	1,670254624	54,9154167599999	56,76308127	24,4611731699998	35,31096739	1,185229072	3,19737189599999	83,31	0,000344	0,000258	0,000326	0,000855	0,000308	0,00127	0,00561	0,00218	0,00114	0,00138	0,000661	0,000618	0,000335	0,000654	0,000589	0,000294	0,00108	10,86967776	11,3830848899999	1,106015648	7,417002171	94,21716951	20,57796278	237,9194218	40,3517228999998	54,71749107	0,102544236	0,0224	49,7125865	679,572286899998	407,7072875	183,9185021	41,1284152699998	5,43482881799999	593,389748299999	1,558952558	0,283144135999998	426,6070659	4079,058759	64,77321243	1079,24723999998	2518,590689	1475,651451	7767,598162	93,3515218699999	29,93367555	274,9976206	81,17891547	0,199031151999998	1127,67064899998	194,8955497	681,2405013	450,3572656	4832,028196	810,5278368	2832,13062399998	37,92994437	319,321235399999	105,3252001	145,1691692	29,18260142	524,696372799999	189,2553028	21,23755144	7,15024196099999	32640,6958307099	1,119148765	15,11534836	95,4523164999998	40,98237383	23,12382828	2,27850255099999	81,500053021	124,3119459	53,304665	14,5975087899999	93,85981952	232,76927421	4697,904456	141,267061799999	211,485880299999	413,8719833	219,5430313	5737,3770777	76,6809457899998
10103031	9560	17337	2001_03_15	45,97554	-1,39298	NA	NA	NA	NA	GG	NA	NA	NA	capture	Capture	2001	1	Dde	227	NA	11	NA	NA	NA	NA	NA	60,701	NA	0,343999999999998	NA	NA	5,44	NA	NA	NA	NA	NA	26,545	NA	37,4399999999998	NA	3,54	NA	2,06999999999999	NA	NA	2,73	NA	NA	NA	NA	NA	NA	NA	20,1	NA	NA	NA	1,110935955	-17,03	12,58	NA	2,303850051	369,9060956	2,34158607399999	107,8711025	139,162662799999	54,16329557	62,29305517	1,335829419	7,24060329699999	141,889999999998	0,00023	0,000115	0,000292	0,000282	0,000332	0,000989	0,0045	0,00267	0,000843	0,00223	0,00109	0,00114	8,43E-05	0,000104	0,000135	0,000175	0,0011	11,73986506	4,029145252	1,419719444	14,12953809	265,1854697	37,8133826099998	657,3197149	25,0256023799998	34,9212917899998	0,083	0,0165	66,53493138	2176,006138	640,6438606	208,5446947	75,9299005299998	6,941166989	635,0269941	1,988371558	0,405001382	1474,825702	11905,0745	64,2891682799998	2323,836886	6386,231724	4101,65866	25827,40229	111,1800912	73,0768398299998	647,984128199998	87,8149350599998	0,329734603999998	2748,56190199998	345,4850788	2357,77280299998	1162,274685	11805,85845	1941,616584	7296,021606	106,2818228	886,849235099998	231,9799438	335,8028461	55,79791839	1428,053468	454,8352676	76,72356544	23,5824353	89124,906558969	1,464502404	15,64617705	91,12721856	87,8094934199998	45,2462160999998	4,16765000699999	152,869536577	206,2038388	59,4063597299998	21,07397431	175,8816731	403,15948621	8856,370134	153,0668445	234,8704428	537,688213499999	196,6873698	10038,08936433	113,8371521
10104074	9809	17411	2001_04_26	45,80655	-1,24344999999999	NA	NA	NA	NA	GG	NA	NA	NA	NA	NA	2001	2	Dde	195	79	10	I	NA	NA	NA	NA	14,3859999999999	NA	0,101	NA	NA	3,52	NA	NA	NA	NA	NA	7,365	NA	54,2899999999999	NA	2,16	NA	1,23	NA	NA	4,15	NA	NA	NA	NA	NA	NA	NA	19,5	NA	NA	NA	1,30057329999998	-16,78	12,39	82,4050879699998	NA	42,4943999999998	17,8190999999998	13,4784	NA	16,7927	NA	5,5894	96,174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23,4678	NA	NA	NA	29,033	72,6036	NA	NA	NA	NA	NA	189,0873	166,450099999999	NA	NA	NA	190,5928	NA	NA	58,6137999999998	447,830499999999	46,9859	NA	140,4117	71,9248999999998	559,405899999998	NA	NA	NA	NA	NA	103,4228	NA	57,579	NA	303,2636	76,6404	262,717499999999	NA	52,5427	NA	NA	NA	NA	NA	NA	NA	2852,57329999999	2,85749999999999	NA	144,7553	NA	NA	NA	NA	NA	NA	NA	NA	NA	1936,86529999998	NA	NA	NA	NA	1936,86529999998	NA
10106084	9743	33214	NA	44,98592	-1,19751	NA	NA	NA	NA	GG	NA	NA	NA	NA	NA	2001	2	Dde	167	42	5	NA	NA	NA	NA	NA	3,25199999999999	NA	NA	NA	NA	5,21	NA	NA	NA	NA	NA	3,722	NA	85,9699999999998	NA	1,26	NA	0,56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30,5	NA	NA	NA	2,907555213	 	 	89,7283083899998	NA	293,972399999999	90,0349999999998	57,1884	NA	13,9377999999999	NA	8,90329999999999	464,0369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22,1418	NA	NA	NA	51,5208	306,5697	NA	NA	NA	NA	NA	590,515899999998	682,731599999999	NA	NA	NA	717,3215	NA	NA	344,1007	2649,63009999998	230,8569	NA	1576,19239999998	637,793499999998	3451,35669999998	NA	NA	NA	NA	NA	515,714699999998	NA	324,8921	NA	1278,616	321,770199999999	1279,42869999998	NA	130,1288	NA	NA	NA	NA	NA	NA	NA	15111,2820999999	6,2195	NA	399,176899999999	NA	NA	NA	NA	NA	NA	NA	NA	NA	1418,4155	NA	NA	NA	NA	1418,4155	NA
10107089	9475	50171	2001_03_03	49,6901999999998	-1,8237	NA	NA	NA	NA	GG	NA	NA	NA	capture	Capture	2001	2	Dde	170	70	1	I	NA	NA	NA	NA	1,91199999999998	NA	0,28	NA	NA	7,96	NA	NA	NA	NA	NA	1,5	NA	166,49	NA	1,01	NA	1,26	NA	NA	12,6199999999999	NA	NA	NA	NA	NA	NA	NA	38,8999999999998	NA	NA	NA	1,99299179099998	-16,98	12,58	83,9082614699999	NA	559,043099999998	235,9196	123,7018	NA	13,4265	NA	17,4017	949,4927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27,9139	NA	NA	NA	78,5134	397,430499999998	NA	NA	NA	NA	NA	721,4791	723,013299999999	NA	NA	NA	843,5465	NA	NA	400,163799999999	2710,64269999998	134,721	NA	1513,443	572,5478	3280,10719999998	NA	NA	NA	NA	NA	466,18	NA	317,271099999999	NA	1046,25	239,4652	1102,5396	NA	134,586999999998	NA	NA	NA	NA	NA	NA	NA	14709,8151	7,3806	NA	355,1426	NA	NA	NA	NA	NA	NA	NA	NA	NA	1588,0986	NA	NA	NA	NA	1588,0986	NA
10108097	9936	85194	NA	46,50171	-1,81587	NA	NA	NA	NA	GG	NA	NA	NA	capture	Capture	2001	2	Dde	198	NA	7	NA	NA	NA	NA	NA	14,863	NA	0,176999999999998	NA	NA	7,15	NA	NA	NA	NA	NA	6,719	NA	40,18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1,148418823	 	 	84,3298372699998	NA	351,7613	166,4909	108,6032	NA	27,8784999999998	NA	22,858	677,5919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47,8752	NA	NA	NA	57,8892999999998	658,302199999998	NA	NA	NA	NA	NA	1984,2918	961,373	NA	NA	NA	1084,97959999998	NA	NA	1382,23	9018,4323	588,881499999999	NA	4324,10379999998	2077,7175	12555,654	NA	NA	NA	NA	NA	2139,2105	NA	1373,7076	NA	4915,8922	1167,0197	4409,6318	NA	561,978899999999	NA	NA	NA	NA	NA	NA	NA	49309,1709	2,44839999999999	NA	130,1365	NA	NA	NA	NA	NA	NA	NA	NA	NA	3205,0527	NA	NA	NA	NA	3205,0527	NA
